70.000000,70.000000,200.000000,1351.000000,0.000000,100.000000
33.000000,78.000000,20.000000,620.000000,522.000000,90.000000
59.000000,52.000000,20.000000,833.000000,714.000000,90.000000
10.000000,137.000000,30.000000,1246.000000,1090.000000,90.000000
4.000000,28.000000,10.000000,773.000000,652.000000,90.000000
25.000000,26.000000,20.000000,1264.000000,1130.000000,90.000000
86.000000,37.000000,10.000000,903.000000,790.000000,90.000000
1.000000,109.000000,10.000000,771.000000,636.000000,90.000000
6.000000,135.000000,40.000000,1058.000000,906.000000,90.000000
32.000000,79.000000,20.000000,714.000000,612.000000,90.000000
24.000000,26.000000,20.000000,1157.000000,1055.000000,90.000000
86.000000,36.000000,20.000000,1002.000000,872.000000,90.000000
95.000000,35.000000,10.000000,1207.000000,1046.000000,90.000000
63.000000,50.000000,10.000000,1021.000000,902.000000,90.000000
100.000000,106.000000,10.000000,826.000000,684.000000,90.000000
99.000000,112.000000,20.000000,531.000000,414.000000,90.000000
36.000000,135.000000,10.000000,773.000000,663.000000,90.000000
57.000000,59.000000,10.000000,552.000000,436.000000,90.000000
8.000000,124.000000,10.000000,1146.000000,1028.000000,90.000000
85.000000,106.000000,20.000000,1185.000000,1078.000000,90.000000
103.000000,69.000000,30.000000,1318.000000,1186.000000,90.000000
109.000000,131.000000,20.000000,1279.000000,1157.000000,90.000000
43.000000,140.000000,10.000000,971.000000,852.000000,90.000000
115.000000,134.000000,30.000000,1238.000000,1125.000000,90.000000
98.000000,70.000000,10.000000,922.000000,803.000000,90.000000
112.000000,67.000000,10.000000,913.000000,793.000000,90.000000
102.000000,104.000000,20.000000,1195.000000,1049.000000,90.000000
93.000000,75.000000,30.000000,1201.000000,1084.000000,90.000000
90.000000,104.000000,20.000000,518.000000,430.000000,90.000000
127.000000,108.000000,10.000000,697.000000,585.000000,90.000000
84.000000,99.000000,20.000000,1319.000000,1176.000000,90.000000
113.000000,69.000000,20.000000,1006.000000,885.000000,90.000000
129.000000,9.000000,10.000000,1267.000000,1120.000000,90.000000
18.000000,38.000000,30.000000,824.000000,659.000000,90.000000
30.000000,27.000000,10.000000,608.000000,486.000000,90.000000
25.000000,80.000000,20.000000,989.000000,893.000000,90.000000
17.000000,37.000000,30.000000,894.000000,772.000000,90.000000
32.000000,106.000000,10.000000,773.000000,671.000000,90.000000
43.000000,135.000000,10.000000,1145.000000,1048.000000,90.000000
61.000000,59.000000,20.000000,463.000000,337.000000,90.000000
104.000000,106.000000,20.000000,1000.000000,877.000000,90.000000
